Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,Reasons,PriorityScore
not based,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
ozzy,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
ozzy osbourne,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
path,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
performance art,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
performance name,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
persian,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
plunderphonics,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
progressive r & b,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
session,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
sinfonia,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
south african alternative,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
stride,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
swedish melodeath,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
swiss,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
swiss indie,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
tabla,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
thai bl ost,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
tina-turner,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
trust,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
urban cowboy,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
uzbekistan,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
veracruz indie,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
vocal group,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
wave,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
미연,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
민니,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
소연,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
수진,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
슈화,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
여자)아이들,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
우기,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
전소연,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
큐브,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
큐브엔터테인먼트,8,,,,,no_family | no_related_styles | no_transition_styles,2.0993
idol solo,16,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.0918
j-punk,16,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.0918
lithuanian dance-pop,16,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.0918
lithuanian post-punk,16,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.0918
ukrainian post-punk,16,middle_eastern,rock,0.45,fallback,fallback_confidence | low_primary_weight,2.0918
australian country,10,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
australian indie folk,10,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
belgian singer-songwriter,10,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
brega romantico,10,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
canadian contemporary country,10,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
deep neofolk,10,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
latin american classical music,10,classical,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
serrieno-banda,10,regional_mexican,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
turkish edm,10,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0828
#trapstar,15,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.047
pop catracho,15,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.047
chicago soul,9,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
classic bollywood,9,world_asian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
classic opm,9,world_asian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
classic soundtrack,9,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
dark electro,9,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
game soundtrack,9,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
german soundtrack,9,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
italian soundtrack,9,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
neofolk,9,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
progressive metalcore,9,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.0
1st gen k-pop,14,pop,world_asian,0.45,fallback,fallback_confidence | low_primary_weight,1.9994
azerbaijani pop singer,14,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.9994
power soca,14,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,1.9994
rock alternativo espanol,14,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.9994
rock andaluz,14,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.9994
rockstar4000,14,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.9994
90s r & b,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
albanian,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
alemanha,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
appear on hong kong postage stamps,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
ballroom vogue,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
belarusian indie,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
belgium,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
bonn,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
brazil,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
brit funk,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
british asian,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
budots,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
canadian latin,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
canadien,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
candy,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
cello,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
channel islands indie,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
children,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
chinese drama ost,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
circuit,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
covertronica,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
death by fall,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
death by stomach cancer,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
disney,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
drama,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
drummer,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
experimental r & b,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
fake,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
foxtown,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
fresh,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
fvnky rimex,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
greek indie,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
guitar god,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
harsh noise,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
harsh noise wall,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
hawaiian,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
hebrew,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
herleo muntu,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
indian fusion,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
indie curitibano,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
j-indie,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
knack am,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
lithuanian contemporary,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
maher zain the n1 for us,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
marina the diamonds,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
marseille,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
maxproduction,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
minimal synth,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
music producer,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
musica costena,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
musica hondurena,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
musica sinaloense,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
musiikkia lapsille,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
nct,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
nottingham indie,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
novelist,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
nsfw cover art,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
one life,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
philosophical,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
pirkanmaa,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
playback,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
playwright,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
powerviolence,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
queercore,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
rautalanka,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
romancier,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
scorecore,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
shornbeats,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
songs,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
south carolina,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
sovietwave,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
stomp and flutter,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
strut,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
talentschau,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
the allman brothers band,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
ttrpg,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
tunisie,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
ufw,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
underground,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
viola da gamba,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
violin,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
virtual group,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
weird america,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
wrong,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
yg family,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
ylojarvi,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
zoomergaze,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
александр горячев,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
даваидаша,7,,,,,no_family | no_related_styles | no_transition_styles,1.9868
blues-pop,13,jazz_blues,pop,0.45,fallback,fallback_confidence | low_primary_weight,1.9484
french synthpop,13,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.9484
midwest emo,13,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.9484
pop rock brasileiro,13,pop,rock,0.45,fallback,fallback_confidence | low_primary_weight,1.9484
rap lyonnais,13,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,1.9484
rock argentino,13,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.9484
arabesque,8,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
country yodeling,8,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
electro shaabi,8,electronic,middle_eastern,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
filmi sangeet,8,world_asian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
finnish soul,8,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
flemish folk,8,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
german metalcore,8,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
greek folk,8,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
jazz trio,8,jazz_blues,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
lithuanian electro,8,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
samba-cancao,8,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
soul shakedown party (silk's downunder mix,8,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
swedish indie folk,8,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
the queen of soul,8,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
turkish soundtrack,8,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
vintage italian soundtrack,8,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
world worship,8,gospel_spiritual,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.9085
electropowerpop,12,electronic,pop,0.45,fallback,fallback_confidence | low_primary_weight,1.8937
pop quebecoise,12,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.8937
rock alternativo brasileiro,12,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.8937
spanish new wave,12,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.8937
+finland (helsinki,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
1990s hong kong debut,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
19th century,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
adult alternative,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
arcangel,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
balearic,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
baltimore club,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
belo horizonte indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
boogaloo,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
boogie-woogie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
bop,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
broken,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
cape town indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
cartoon,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
castlevania,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
catholic music,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
club dance,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
cowboy western,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
creation records,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
czech composer,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
dan dan,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
dance music hall of fame,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
death by poison,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
deep tech,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
delete,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
deltarune,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
denmark,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
denpa,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
dmv,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
duran,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
early 20th century,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
east coast hip-hop,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
entekhno,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
eurovision song contest 1985,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
filthstep,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
fransk,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
gaelic,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
grupero romantico,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
hoerspiel,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
huapango,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
impressionist,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
impro for vomir,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
indiecoustica,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
indus,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
jakim,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
latin funk,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
limerick indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
lyrical genius,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
malang indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
mento,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
merge into anon or another [spa,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
mod,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
moe song,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
music critic,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
musica catalana,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
muzika yehudit mekorit,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
needs merging into [anonymous,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
needs merging into anon.,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
nengo flow,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
never use this,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
new age piano,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
new prog,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
new romantics,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
new weird america,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
norrbotten indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
nuevo cancionero,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
oriental,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
outsider,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
p funk,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
palm desert scene,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
philly indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
piratenmuziek,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
please dont use this,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
polca paraguaya,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
porro,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
probably needs merging,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
radioman,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
regional mexican,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
religious garbage,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
romanian musician,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
scientology,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
seriously,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
simon rattle,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
sleep,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
sm,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
spy,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
sri lanka,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
stephen kovacevich*-beethovestephen kovacevich plays beethoven,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
sung poetry,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
symbolist,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
synthesizer,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
tantrumjas,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
thailand,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
tilson,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
troll,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
undertale,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
vegas indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
viet remix,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
vietnamese,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
virtual youtuber,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
von weber,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
washington indie,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
worldwide,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
x factor,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
ابو اصيل,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
ابو بكر سالم,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
ابو بكر سالم بلفقيه,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
اغاني يمنية,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
محضاريات,6,,,,,no_family | no_related_styles | no_transition_styles,1.8592
alternative reggaeton,11,caribbean,latin_urban,0.45,fallback,fallback_confidence | low_primary_weight,1.8346
modern j-rock,11,rock,,0.45,fallback,fallback_confidence | low_primary_weight,1.8346
rap underground argentino,11,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,1.8346
reggae catala,11,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,1.8346
spanish synthpop,11,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.8346
alberta country,7,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
ambient noise wall,7,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
american folk revival,7,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
christian indie,7,gospel_spiritual,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
czech folk,7,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
folk quebecois,7,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
hotpack riddim,7,bass_music,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
jazz venezolano,7,jazz_blues,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
musical advocacy,7,soundtrack_stage,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
persian electronic,7,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
polish electronica,7,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
soulful,7,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,1.8062
idol group,10,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.7704
idol kayo,10,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.7704
proto-hyperpop,10,pop,,0.45,fallback,fallback_confidence | low_primary_weight,1.7704
trap shaabi,10,hip_hop,middle_eastern,0.45,fallback,fallback_confidence | low_primary_weight,1.7704
tropical alternativo,10,latin_tropical,,0.45,fallback,fallback_confidence | low_primary_weight,1.7704
3a46633b-26ed-4418-a029-ab77de3ccfae,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
60th anniversary,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
abdu kiar,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
ace of base,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
addis ababa,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
al-qaysar,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
amharic music,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
anarchiste,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
andrews sisters,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
anthony newman,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
anxious,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
ara music,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
armenian,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
athens,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
atlantic,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
austin city limits,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
austindie,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
azeri traditional,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
bad music,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
bergen indie,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
bexleyheath,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
c86,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
cantautora argentina,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
changes,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
clean,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
collective pseudonym,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
crash,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
death by liver failure,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
dinamo,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
easycore,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
en public,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
ethiopian music,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
ethiopian singer,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
faul,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
faul & wad,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
faul & wad ad,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
faulandwad,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
faulandwadad,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
faulmusic,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
football,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
fourth world,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
game composer,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
gen z,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
georgia,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
gothenburg,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
greenville,5,,,,,no_family | no_related_styles | no_transition_styles,1.7119
