Genre,TrackCount
"amapiano, gqom",9
"malay, indonesian pop, malay pop",9
"sufi, bollywood, hindi pop, qawwali, desi, desi pop",9
"flamenco, flamenco urbano, flamenco pop",9
"rkt, turreo, cumbia, cuarteto",9
"german indie, german hip hop",9
"taiwanese indie, chinese indie, bedroom pop",9
"dansk pop, dansktop, dansk rap",9
"bacardi, amapiano",9
"brazilian funk, funk carioca, funk pop, funk melody",9
"vallenato, tropical music, cumbia",9
"norwegian pop, christmas",9
"salsa, merengue, son cubano, bolero",9
"opm, harana, p-pop, parang, pinoy indie, kundiman",9
"thrash metal, metal, heavy metal, speed metal",9
"bongo flava, bongo piano, singeli, amapiano, gengetone, afropiano, afrobeats, afropop",9
"afro house, afropop",9
"kizomba, coupe decale",9
"cumbia, tropical music, cumbia sonidera, electrocumbia, vallenato",9
"banda, norteno, corrido, grupera, ranchera",9
"future house, bass house, g-house, house",9
"latin rock, latin alternative",9
bronx drill,8
alternative metal,8
"indietronica, modern alternative rock, modern rock, rock",8
"glam rock, mellow gold, piano rock, rock",8
"atl hip hop, pop rap, rap, trap",8
"desi pop, filmi, indian singer-songwriter, modern bollywood",8
modern alternative pop,8
pinoy drill,8
contemporary r&b,8
"brooklyn drill, nyc rap",8
"alt z, canadian contemporary r&b, singer-songwriter pop",8
"edm, pop dance, pop house, uk dance",8
london rap,8
"pinoy hip hop, pinoy trap",8
"cali rap, pop rap, rap, southern hip hop, trap",8
aesthetic rap,8
"k-rap, korean old school hip hop",8
"alternative r&b, dance pop, metropopolis, pop, r&b, urban contemporary",8
"house, pop dance",8
"escape room, minnesota hip hop, pop, trap queen",8
"latin afrobeat, latin alternative, latin hip hop, puerto rican rock, rap conciencia, reggaeton, rock en espanol",8
"cumbia chilena, cumbia villera",8
"latin hip hop, reggaeton",8
"neo mellow, pop rock",8
classic italian pop,8
"opm, pinoy alternative rap, pinoy hip hop, pinoy r&b, pinoy trap",8
"alternative rock, funk metal, funk rock, permanent wave, rock",8
"v-pop, viet lo-fi",8
"australian dance, big room, melbourne bounce, melbourne bounce international",8
"funk mtg, rave funk",8
"contemporary country, country road, modern country rock",8
cloud rap,8
"hypertechno, melbourne bounce international",8
chanson,8
modern alternative rock,8
"german alternative rap, german hip hop, german pop",8
levenslied,8
"dance pop, grime, pop rap",8
"folk-pop, metropopolis, modern rock, stomp and holler",8
"minimal tech house, tropical house",8
"comic metal, german metalcore, trancecore",8
cali rap,8
"mambo chileno, reggaeton chileno, urbano chileno",8
"dancehall, jamaican dancehall, reggae fusion",8
"british soul, electropop, neo soul, pop soul, uk pop",8
"colombian pop, musica popular colombiana, reggaeton",8
"future garage, house, pop dance, uk dance",8
"banda, musica mexicana, norteno, ranchera",8
"trap argentino, trap chileno",8
"escape room, hip hop, indie soul, neo soul",8
"post-teen pop, talent show, uk pop, viral pop",8
soundtrack,8
"arrocha, sertanejo pop",8
"eurodance, german techno, hamburg electronic, happy hardcore",8
"danish indie pop, danish pop",8
"cantautora mexicana, latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie",8
deep german hip hop,8
"dancehall, dancehall queen",8
"belgian rock, classic belgian pop, flemish folk, kleinkunst",8
"hip hop, rap, tennessee hip hop, underground hip hop",8
"danish pop, danish singer-songwriter",8
"dembow, dembow dominicano",8
"chilean indie, chilean rock, cumbia chilena, pop chileno",8
"edm, electro house, pop dance",8
"classic norwegian pop, norwegian pop",8
champeta,8
"danish electronic, danish hip hop, danish pop",8
bolobedu house,8
"classic greek rock, entehno",8
"russian dance, russian edm, russian pop",8
"p-pop, pinoy idol pop",8
south african deep house,8
"classic indonesian rock, indonesian rock",8
vietnamese melodic rap,8
"belgian pop, belgian rock, belgian singer-songwriter",8
channel pop,8
"rap conscient, variete francaise",8
"belgian edm, belgian pop",8
"german drill, german hip hop, german underground rap",8
"panamanian pop, reggaeton",8
dominican indie,8
"latin arena pop, latin pop, latin viral pop, mexican pop",8
"french pop, r&b francais, variete francaise",8
"latin alternative, latin pop, latin rock, mexican rock, rock en espanol",8
"banda, banda sinaloense, musica mexicana, norteno",8
"icelandic indie, icelandic pop, icelandic singer-songwriter",8
"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",8
"flamenco urbano, rap espanol",8
"latin arena pop, latin pop, latin viral pop",8
"pop catracho, raspe, reggaeton flow, trap latino, urbano latino",8
"middle east hip hop, palestinian hip hop",8
palestinian pop,8
"arab pop, khaleeji iraqi, khaliji, yemeni pop",8
"finnish dance pop, finnish hip hop, finnish pop, finnish reggae",8
"alternative metal, gothenburg metal, melodic death metal, melodic metalcore, metal, swedish alternative rock, swedish death metal, swedish melodeath, swedish metal",8
"deep rai, french hip hop, pop urbaine, rif",8
rap calme,8
chamber pop,8
anime rap,8
rock chapin,8
guatemalan pop,8
"anime, anime rock",8
classic icelandic pop,8
"icelandic indie, icelandic rock",8
"bandung indie, indonesian folk pop, indonesian indie, indonesian pop, indonesian pop punk",8
"indonesian folk, indonesian indie, indonesian pop",8
"indonesian jazz, indonesian pop, indonesian reggae",8
"crank wave, irish indie rock, irish post-punk",8
"folk rock italiano, italian adult pop, italian alternative, italian indie pop, italian pop",8
"italian hip hop, r&b italiano, rap napoletano",8
emo rap italiano,8
"j-pop, j-pop girl group",8
"j-pop, j-punk, j-rock, japanese pop punk, japanese punk rock",8
"j-pop, j-rock, japanese pop punk, japanese punk rock",8
"bitpop, j-idol, j-pop, j-pop girl group, japanese electropop, picopop",8
"gym phonk, krushfunk",8
"indie surf, latvian indie, latvian pop",8
"ukrainian indie, ukrainian pop, ukrainian rock",8
"arabic hip hop, moroccan pop, north moroccan rap, rap maroc",8
"arab pop, dabke, lebanese pop",8
"channel pop, dutch pop",8
"dutch edm, dutch hip hop, pop edm",8
"carnaval, levenslied",8
musica nicaraguense,8
"afrobeats, igbo pop, nigerian pop",8
"afrobeats, afropop, alte, nigerian hip hop, nigerian pop",8
pakistani indie,8
"fado, portuguese pop",8
russian hyperpop,8
"russian drill, russian emo rap, russian trap",8
korean underground rap,8
"fotbollslatar, swedish hip hop, swedish pop rap",8
"danspunk, swedish eurodance, swedish pop",8
"melodipop, swedish idol pop, swedish pop",8
"classic swedish pop, swedish pop, swedish soul",8
"swedish hip hop, swedish trap, swedish trap pop",8
"swedish drill, swedish gangsta rap, swedish trap",8
"kosovan pop, schweizer rap, swiss hip hop, swiss trap",8
chinese hip hop,8
"turkish hip hop, turkish pop, turkish rock",8
"russian drain, russian hip hop, russian hyperpop",8
russian post-punk,8
russian viral pop,8
"russian drill, russian emo rap, russian hip hop, russian trap",8
"cantopop, classic cantopop",8
"festigal, israeli pop",8
japanese viral pop,8
"chinese viral pop, mainland chinese pop",8
"mandopop, taiwan indie, taiwan pop, taiwan rock",8
"mainland chinese pop, mandopop, taiwan singer-songwriter",8
"t-pop, thai ost",8
thai indie,8
"afrobeats, dancehall, nigerian hip hop, nigerian pop",8
anatolian rock,8
"brega funk, brega, brazilian funk",8
"champeta, latin afrobeats",8
"neomelodico, canzone napoletana",8
"malay, malay pop",8
"russelater, norwegian hip hop, norwegian pop, epadunk",8
"khaleeji, arabic hip hop",8
bacardi,8
"flamenco, flamenco pop",8
"epadunk, swedish pop",8
karadeniz folk,8
"p-pop, opm, pinoy r&b",8
"afro adura, afrobeat",8
"hyperpop, art pop",8
"egyptian hip hop, arabic rap, egyptian pop, mahraganat",8
"v-pop, vietnamese hip hop, vinahouse, vietnam indie",8
"thai pop, t-pop, thai indie pop",8
"popular colombian music, ranchera",8
"t-pop, thai pop, thai hip hop",8
"anime, j-rock, j-pop",8
"j-pop, j-rock, japanese indie",8
"merengue, bachata, salsa",8
"rap, hip hop",8
"chinese r&b, mandopop, c-pop",8
"thai hip hop, t-pop, thai pop",8
"bollywood, hindi pop, desi, desi pop, gujarati garba",8
"turkish pop, arabesk, turkish hip hop",8
post-rock,8
moroccan rap,8
"corrido, corridos tumbados, corridos belicos, musica mexicana, banda, sierreno, electro corridos, sad sierreno",8
"amapiano, private school piano, gqom, 3 step, afropiano",8
"cantopop, taiwanese pop",8
"indian indie, desi, hindi indie",8
"electro corridos, dembow belico, corrido, corridos tumbados, corridos belicos, dembow",8
"amapiano, private school piano, 3 step, gqom",8
"latin afrobeats, pop urbano, reggaeton",8
"french rap, french r&b, pop urbaine, drill",8
"bhangra, punjabi pop, desi, bollywood, hindi pop, desi pop",8
"afrobeats, afropiano, afrobeat, amapiano, afropop, afro adura",8
"alte, afrobeats, afropiano, afrobeat, amapiano",8
"salsa choke, dancehall",8
"afro adura, afrobeats, afrobeat, afropop, afropiano, azonto",8
"german indie, german indie pop",8
"hyperpop, french rap, new wave",8
"grime, uk grime, uk drill, drill",8
"amapiano, gqom, private school piano, 3 step, afropiano, bacardi, afrobeats",8
"funky house, disco house",8
maluku,8
"3 step, gqom, amapiano, afro tech, afro house, private school piano, afropiano",8
"afrobeats, afrobeat, afropop, afropiano, afro r&b, afro soul, alte",8
coupe decale,8
"tamil indie, kollywood, tamil pop",8
"vocal jazz, christmas, big band, adult standards, jazz",8
"lo-fi house, breakbeat",8
"desi hip hop, hindi hip hop, indian indie, hindi indie",8
"indonesian r&b, indonesian pop, indonesian hip hop",8
"opm, harana, kundiman, p-pop, parang, pinoy indie, pinoy r&b",8
"jazz, bossa nova",8
"3 step, amapiano, maskandi, gqom, private school piano, afropiano, afro tech, afro house",8
"punjabi hip hop, punjabi pop, indian indie, desi, desi hip hop, hindi indie",8
"uk drill, drill, uk grime",8
"chicago drill, drill",8
"merengue, bachata, mambo",8
"cumbia, electrocumbia, cuarteto",8
"rally house, house",8
hip hop,8
"brass band, banda, cumbia nortena",8
"norteno, norteno sax, musica mexicana, ranchera, corrido, banda, cumbia nortena",8
"east coast hip hop, old school hip hop, hip hop",8
"east coast hip hop, old school hip hop, boom bap",8
"old school hip hop, east coast hip hop, hip hop, gangster rap, hardcore hip hop",8
"hip hop, pop rap, rap, underground hip hop",7
"trap argentino, trap latino",7
"pop, reggae fusion",7
"corrido, corridos tumbados, musica mexicana, norteno, sad sierreno",7
"melodic rap, slap house",7
"banda, corrido, musica mexicana, norteno",7
"eurodance, italo dance, slap house",7
"classic country pop, country, country dawn",7
chicago rap,7
"atl hip hop, dance pop, pop rap, rap, southern hip hop",7
"chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary",7
"la pop, womens music",7
"brighton indie, garage rock, modern rock, rock",7
"british soul, dance pop, pop, talent show",7
"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",7
"australian rock, hard rock, rock",7
"rock-and-roll, rockabilly",7
"brazilian rock, hard rock brasileiro, rock alternativo brasileiro, rock nacional brasileiro",7
indonesian folk pop,7
bass trap,7
"celtic punk, celtic rock, folk punk, punk",7
"adult standards, jazz, jazz blues, soul, swing, vocal jazz",7
"dutch house, edm, electro house, future house, house, pop dance, progressive electro house, progressive house",7
"detroit hip hop, detroit trap, rap, southern hip hop, trap",7
"singer-songwriter pop, teen pop, viral pop",7
"atl hip hop, rap, southern hip hop, trap",7
neo-singer-songwriter,7
melodic drill,7
"chilean hardcore, chilean rock, latin rock, rock en espanol, ska chileno",7
"pop rap, rap, southern hip hop, trap, viral trap",7
"dance pop, pop, talent show, uk pop",7
"edm, house, pop dance, progressive house, uk dance",7
"latin viral pop, spanish pop",7
"piano rock, viral pop",7
"alternative rock, anti-folk, permanent wave, rock",7
pop flamenco,7
"australian indie rock, australian surf rock, fremantle indie, perth indie",7
"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",7
"thai pop, thai rock",7
"dirty south rap, gangster rap, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",7
fvnky rimex,7
comic,7
"discofox, partyschlager",7
pop lgbtq+ brasileira,7
"indie viet, v-pop, viet lo-fi",7
"canadian rock, pop rock",7
"art pop, indietronica",7
"balkan hip hop, slovenian pop, turbo folk",7
gym hardstyle,7
"edm, electro house",7
"metropopolis, nottingham indie",7
"funk carioca, funk mtg, funk ostentacao, funk paulista",7
"argentine hip hop, trap argentino, trap latino, trap triste",7
"big room, dance pop, dutch house, edm, electro house, pop dance",7
"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop",7
"anime, k-pop boy group",7
melbourne bounce international,7
"modern rock, permanent wave, punk, rock",7
russian plugg,7
"alternative r&b, indie soul",7
"argentine telepop, folklore argentino",7
"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock",7
"australian indie, australian pop, folk-pop",7
"belgian hip hop, dutch hip hop",7
"channel pop, viral pop",7
"rap chileno, urbano chileno",7
rap espanol,7
trap triste,7
guaracha,7
"aussietronica, australian indie, brisbane indie",7
dutch house,7
dutch r&b,7
"deep house, pop dance, tropical house",7
"german pop, german singer-songwriter",7
"russian drain, russian emo rap, russian hyperpop",7
"melodic rap, miami hip hop, trap, underground hip hop",7
greek indie,7
"funk carioca, nova mpb, pop rap brasileiro",7
funk mandelao,7
uk alternative pop,7
acoustic cover,7
danish electropop,7
"cumbia paraguaya, cumbia pop, cumbia villera",7
"german pop, schlager",7
"hip hop quebecois, pop quebecois, rap conscient, rap montrealais",7
maltese pop,7
"candy pop, norwegian pop, norwegian singer-songwriter",7
"afrobeats, afroswing, london rap, nigerian pop, uk hip hop",7
german r&b,7
r&drill,7
pop quebecois,7
"cumbia paraguaya, cumbia pop, paraguayan rock",7
shimmer pop,7
chilean rock,7
"nordic house, pop house",7
"deep pop edm, pop dance, swedish tropical house",7
"dakke dak, danish electronic, danish hip hop, danish pop",7
"bulgarian hip hop, bulgarian trap",7
"dutch indie, dutch pop",7
"musica costarricense, pop costarricense",7
"czech pop, slovak pop",7
"danish alternative rock, danish pop, danish pop rock, danish rock",7
"classic swedish pop, dansband, skansk musik, swedish country",7
"agronejo, arrochadeira, funk carioca, funk paulista",7
"german dance, german pop",7
"latin pop, modern salsa, salsa, salsa peruana, salsa puertorriquena, tropical",7
"sad lo-fi, sad rap",7
"classic venezuelan pop, cumbia, jazz venezolano, salsa, tropical",7
"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",7
"classic rock, rock",7
"folk rock italiano, italian adult pop, rome indie",7
"colombian hip hop, mexican hip hop",7
"latin pop, ranchera",7
"edm, pop dance, progressive electro house, tropical house",7
"arab alternative, arab pop, egyptian alternative, egyptian pop",7
arab alternative,7
rally house,7
"hard bass, russian rave",7
"icelandic electronic, icelandic post-punk, icelandic punk, icelandic rock",7
"finnish pop, finnish reggae, suomi rock",7
iskelma,7
"finnish indie, finnish jazz, finnish pop, suomi rock",7
chanson quebecois,7
"finnish blues, suomi rock",7
finnish metal,7
"french hip hop, rap calme",7
"drill francais, pop urbaine, rap francais",7
big room,7
"german indie, german pop",7
latin worship,7
"icelandic pop, icelandic rock",7
"chamber pop, compositional ambient, dream pop, ethereal wave, icelandic rock, indie rock, melancholia, nordic post-rock, post-rock",7
